split,label,group_index,entry_index,source_path,destination_path,sha256,dhash,is_group_representative
train,BUY,10,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\EURJPY IQ TRADE BUY.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00010_000_f5d975deed39.png,f5d975deed3975f8542e08c1b5a7a4eb2ffc7616b1f244231d4401bad5855028,c2c6b48ecaa3e4f5,1
test,BUY,11,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\EURUSD M5 IQ Trade.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00011_000_8e9f8f564417.png,8e9f8f564417f76d21f37c1419d4d68e4b1aae66d823772cf9432382c212f55d,61c0acf6848dda86,1
train,BUY,12,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Gold Buy Trade 2.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00012_000_a912f2e173aa.png,a912f2e173aa7c4978a5490d50def0570745c87f02461b45be1da3311a004c2a,84003616e2cec043,1
test,BUY,13,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Gold Buy Trade.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00013_000_15fff1e789cc.png,15fff1e789cced2c18ee232e24b10b295af0499ac76e3e262b83e4bb5f6e5d57,81820a89d970009f,1
test,BUY,14,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-03-04 094333.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00014_000_79cec4231312.png,79cec42313125d2f79dd7c06dce116d4cc6cc9b90ff10f13f6f33cacc4774887,61c0c2f08485c2c2,1
train,BUY,15,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-03-06 172624.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00015_000_aa207dc27400.png,aa207dc27400057074204c1a2b5762cb4894c2415d61800d649c6eb664cdf773,9406a21eda82b8be,1
train,BUY,15,1,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-03-06 172947.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00015_001_74b5ec643e01.png,74b5ec643e01626eaf8d2434639c4295b2f607b2a22e7f9008a81c2b657cfe71,9406a21eda82b8be,0
train,BUY,16,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-03-08 065937.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00016_000_eb88a4fbc8b6.png,eb88a4fbc8b668f393d48d4184f42cfc2d4c2a80f4c077e3c3383016f3099ba4,05cc8caeeaea23a7,1
test,BUY,17,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-03-21 014345.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00017_000_fea2d06c5c4f.png,fea2d06c5c4ff51711a11ae7804bdd9dfe254f86943aa2ec4fde502d0355c3be,9400864e9a90f83e,1
train,BUY,18,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-03-21 014618.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00018_000_567644cd094d.png,567644cd094da379c99b8abaea2ef6a040c435461fcc7d50c08d8f7c52558a69,98028696fc30783e,1
val,BUY,19,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-04-06 182115.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00019_000_67bd4a36ea9e.png,67bd4a36ea9e8b65153d0e1802d98a8a6362f433b2f0ea688cbf1c1ad21f1692,8cc0f6468a827a3e,1
val,BUY,20,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-05-05 183121.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00020_000_005c942ae2df.png,005c942ae2dff921265d7b409a426e2e3127d27159efd1ba9f9464698dd3dd7d,8c2032b0e880f81e,1
train,BUY,21,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-05-05 183238.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00021_000_801415922435.png,801415922435ad1ec0d31a95c99a9e79b069fb34ebd42dccf91900de7fa31a2f,9c08a62668c2f81e,1
train,BUY,22,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-05-08 203150.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00022_000_4e5de55ad9a8.png,4e5de55ad9a8d317a25248ea7e5c6dbf45466e62bd4be5ccf758560872a13008,9c00aabaa24678be,1
train,BUY,23,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-05-08 215934.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00023_000_57f9bf83e13a.png,57f9bf83e13a53577dfc34b208f653c991ea780a58bf5a8c51bc29fe348e142a,0c20a2b29e96fa9e,1
train,BUY,24,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-05-11 210548.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00024_000_d9250c0e0249.png,d9250c0e0249ba01979fa600306b60f9f811e28a17cf86716c6cd32f0b667bd5,9c0082c63c30f81f,1
val,BUY,25,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-05-12 071640.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00025_000_f8f1ac0edd31.png,f8f1ac0edd3162bdf90e205fcc73f9c4c7c5567a42d440563aa1caf5498bf454,0c0246268e087a1e,1
train,BUY,26,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-06-05 015720.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00026_000_2f6920e6d881.png,2f6920e6d88198896be94fa79a3be4227f32faf697f8bfa6e3521925f3a834f6,98828232e0807a1e,1
test,BUY,27,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-06-21 071916.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00027_000_8aa5a9cc091f.png,8aa5a9cc091fa7e760aab027b947c4cc99dc30f508026999f3e1363f3540c4f8,d1d200a2869aa2dc,1
test,BUY,28,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-06-21 083422.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00028_000_ae8c34a15718.png,ae8c34a15718a29a5d7f5fe3a957ef7ba16ac4f6c427f62ae67553c58a2f0850,920286865a10a29e,1
test,BUY,29,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2023-06-22 054409.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00029_000_07377368499b.png,07377368499bc78e298bf16406f64e746cdf1d11841d32d3ea2c899bc468fe47,d1c8d8c8c0d96195,1
train,BUY,30,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-08-01 062244.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00030_000_9115e8013363.png,9115e8013363aae05357b8dee36d9cb95fee1f625a4def2941b8845e2a9a6c1a,e1f0b29c8e8682b3,1
train,BUY,31,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-08-01 174659.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00031_000_8f9c9497ce73.png,8f9c9497ce73cf9b6292d0c5d43b2c59c9394239a6c093d123d0d136417c3570,81c0480e26b682b7,1
train,BUY,31,1,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-08-01 174714.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00031_001_7ca5c4f87861.png,7ca5c4f8786175cc2a4749faccf9e17fe2da5d996b258d29eb7aa6f3bc6a9d7a,81c0480e26b682b7,0
train,BUY,32,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-08-26 221200.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00032_000_99b96b5aa3d3.png,99b96b5aa3d3f83b8692776475ff9a53b772b9df0d99b3e1067810ad09beb6fe,d0c01496e22a96ca,1
train,BUY,33,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-08-27 064631.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00033_000_58ecebc89098.png,58ecebc890980e821ffbc55f45c30a4e4ce8ffaa5f6fe197eb4d467de12b6077,c0ec122646729673,1
train,BUY,34,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-09-27 094515.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00034_000_395c924a0c54.png,395c924a0c541c9bb30e8aeb17b2345eb25fb408e13ae2ccd5d6da24276263ac,85c282822434d8d8,1
test,BUY,35,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-09-27 095528.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00035_000_0acac24af57a.png,0acac24af57ac7c1c3dd9036c1a9e98d9b5adb5ecff09a44e18e249f0adf9e4a,848ce4ce96e0d81e,1
train,BUY,36,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-09-27 100422.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00036_000_668485048162.png,668485048162a7e724854c4e054b84fb635a00ad6de0497d8cce901c4048e22b,81d2869ab6849827,1
train,BUY,37,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-09-27 100513.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00037_000_3fea7234e11b.png,3fea7234e11bcb8d9526d328a2a3357066f2fedbae5211be4c9ffdbe2819f6bf,81c2869ab6c69c07,1
train,BUY,37,1,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-09-27 100529.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00037_001_40c63e46f685.png,40c63e46f685b36595768fdffcdde0e2e8553b298c2a472f928c49e9dbb17d3f,81d2869ab6c69c07,0
train,BUY,37,2,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-09-27 100546.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00037_002_a07c0f3318c9.png,a07c0f3318c964e0b07fd47c8683b09788005b4e4ffcaada0d09c5e289864a56,c0c2869ab6c69c07,0
train,BUY,38,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-09-27 100652.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00038_000_2cb98ecc6259.png,2cb98ecc6259196ad763deaeb219a1e2c4967c80e80e3f071a93c6bbf213400e,81c282b2e498d267,1
train,BUY,39,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-12-09 082118.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00039_000_12d7cfe07b95.png,12d7cfe07b9527e3644402c9674af2ec9d245b7d7a9943a6a8acc36bddd9b0df,81e832c6b696cc5a,1
train,BUY,39,1,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-12-09 082141.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00039_001_968682c4ecdb.png,968682c4ecdb3b3df74fd2efc5a833657d1c798bc5aa638d51adb05d71f6387d,81e8b2c6b696cc5a,0
train,BUY,40,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2024-12-09 192244.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00040_000_5aa338f0fc86.png,5aa338f0fc86891cea16cc4e02b9386350f712be42487ff116c562536c304712,9298aaa2a6a282ec,1
train,BUY,41,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2025-01-07 044741.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00041_000_65d63429baff.png,65d63429baff193ff069905c1ef3ad25b3b34e820fcdbb0d46065898ed6ef7fb,c8087ab89800d8fa,1
train,BUY,42,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2025-01-07 062919.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00042_000_c07cb1852568.png,c07cb1852568eff58d018ea7c1bfebf1f1e57f3b7f8a70bba8caaba481d06c21,8080dab8582078fc,1
val,BUY,43,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2025-01-07 065520.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00043_000_91f77efcd6e6.png,91f77efcd6e60b7561e2f6913f058013a71b3dd9b58d28fb765187198e61fcf2,80d89ad83478fc45,1
train,BUY,44,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2025-01-08 134940.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00044_000_e87b0fb5d2c2.png,e87b0fb5d2c2bcaacfb977fb961d0026a81164983fc49929286e648c5e463544,a0c0929c58f82596,1
train,BUY,45,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2026-03-13 190049.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00045_000_308d160f222a.png,308d160f222afed552ec8ab5c5ae0f38f4506325eb8db416be9d86c5a200136d,63e8a59bb3ac5040,1
train,BUY,46,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2026-03-13 190206.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00046_000_08e912e22d91.png,08e912e22d910a3fdd5676b5bf7e1eb15a1ea0fe0eaa02932685d330525bb68a,e3e8948bbba4e0c0,1
train,BUY,47,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot 2026-03-13 190330.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00047_000_e38ba0ecf234.png,e38ba0ecf234d630872bc5a64721d0ff8ed5b6cedbbdb28e7ad45fde81ea85bb,e6d29da632e246f2,1
train,BUY,48,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221104_191201.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00048_000_858552dc0b6c.png,858552dc0b6c42db35826cfdd698a449a53f2f031ad2d5f6290d08ad639e0e33,01e0680c9a968293,1
train,BUY,49,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221104_191221.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00049_000_a12bf86f73b3.png,a12bf86f73b3dea52c06ef38561615f1f4ff753405d6e4fccab994c950e1c19b,01e44c2e9a06b28e,1
train,BUY,50,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221104_194337.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00050_000_f7c5afcbee58.png,f7c5afcbee584d41108ad4d4ba4ecbb6a4a007beb6a279ce105d23163033050b,01f4482e96168693,1
train,BUY,51,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221107_192224.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00051_000_74bd85b09bd5.png,74bd85b09bd587eb6a5fb17cf20713bbe9e698402802a774d7dd9c8b10db6a07,82e4498b9e06b68f,1
train,BUY,52,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221107_193501.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00052_000_4d020f865fe1.png,4d020f865fe1f1f9f367efd8cd52252064812457a21ffb99a27578a3d4228ac9,81c2a6aab69c9a8c,1
val,BUY,53,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221108_114641.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00053_000_7503da731c3d.png,7503da731c3d9d27746287ffac9f77fda964046e74de495c1c58fa9d8c180623,95c2c6c66c38928c,1
test,BUY,54,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221116_153822.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\test\BUY\00054_000_b6b06dcdc1e5.png,b6b06dcdc1e575cf0e6935cf7951280e4748cac60c3db5a92fe09b887c9661cc,11b0b0b07070728e,1
train,BUY,55,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221124_085621.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00055_000_3b37fae2ee82.png,3b37fae2ee8256305378ff5423601547ce335172c64f1954edeae4dfb421b766,84ca82e646a63a8e,1
train,BUY,56,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221124_201507.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\train\BUY\00056_000_13814b75cece.png,13814b75cece18dd51bfdbb299e0c4fc2a105c321e308cde523a3aa059f409c4,b1c0c6a69c4e648c,1
val,BUY,57,0,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\808 Memory\BUYS-20260224T225615Z-1-001\BUYS\Screenshot_20221124_201612.png,C:\Users\thaba\OneDrive\Documents\The 808 Vision 2026\phoenixguard\data\clean_split\val\BUY\00057_000_81c6b947502f.png,81c6b947502f7e29f1c6994d2c1ed6b0bd5016b485bc8d27df4c4d871446bcd2,91c6065c8eb43a97,1
